20,14,0,1
8,6,1,0
14,10,5,1
25,9,3,0
29,24,0,1
14,24,2,1
8,24,2,1
32,25,3,0
3,7,0,1
35,6,3,1
9,22,0,0
4,26,3,1
38,4,2,1
1,25,5,1
4,3,5,0
25,28,1,1
27,10,0,1
32,3,5,1
10,3,0,0
9,1,0,0
19,3,1,0
25,29,1,1
0,13,5,1
24,8,2,0
28,3,1,1
35,8,2,0
5,21,0,1
28,10,2,0
23,18,1,0
6,22,0,0
20,1,1,1
0,11,0,0
31,12,4,0
31,17,0,1
8,25,5,1
18,10,4,0
34,6,2,0
20,14,2,1
7,15,1,0
38,7,0,1
23,17,1,1
6,8,5,0
6,4,1,0
28,9,3,0
25,1,5,1
24,26,0,1
26,26,5,1
35,26,0,0
5,13,0,0
12,29,4,1
18,14,0,1
12,29,2,0
15,7,5,1
8,27,1,1
29,13,3,1
26,0,4,0
19,12,1,1
10,10,2,1
13,0,4,0
9,1,4,1
13,21,3,0
0,14,4,0
19,18,5,0
22,20,3,0
8,1,5,1
8,26,5,0
27,26,3,0
6,2,5,0
27,14,5,1
4,13,2,1
19,6,2,1
15,24,4,0
39,14,0,1
12,18,4,0
6,4,3,1
10,28,5,0
5,22,2,0
9,12,2,1
18,13,0,1
27,18,5,0
31,2,1,0
4,18,4,1
13,9,4,1
6,3,1,1
37,1,0,1
33,3,3,1
26,16,4,1
17,20,0,1
35,26,0,1
37,19,3,1
31,21,4,1
20,6,1,1
14,25,1,1
34,19,2,0
23,29,4,1
1,5,1,0
19,0,5,0
14,1,0,1
15,29,5,0
2,15,5,1
26,8,1,1
12,12,4,0
31,18,5,0
27,29,3,0
19,3,5,1
31,4,4,0
1,21,2,0
25,9,0,0
9,14,0,1
8,19,3,0
18,6,2,0
14,23,5,1
21,19,0,1
28,27,5,0
26,2,0,1
19,9,5,1
28,13,0,0
28,19,1,1
18,6,3,0
38,28,2,0
31,11,1,1
6,18,5,0
19,13,3,1
2,21,1,0
27,1,4,0
37,9,5,0
21,24,2,0
10,23,3,1
7,10,4,1
18,26,5,1
12,13,4,0
36,19,1,1
9,29,2,0
8,13,4,0
20,19,4,0
9,15,5,1
40,21,2,0
21,8,4,1
0,10,4,1
12,5,0,0
33,14,2,1
32,15,2,0
13,5,1,0
15,23,3,0
13,10,1,0
29,4,5,1
25,28,5,1
2,14,0,0
38,7,3,0
17,22,1,0
1,29,5,0
6,3,5,0
20,24,4,1
21,15,3,1
25,4,1,1
20,26,2,0
8,17,1,0
2,6,0,1
24,25,3,0
7,27,3,1
32,6,5,0
34,9,2,1
20,11,1,1
17,5,3,1
25,19,2,1
7,21,4,0
23,27,1,1
18,0,4,0
38,23,3,1
38,6,0,0
12,3,1,1
20,8,4,1
7,16,4,0
29,18,0,1
8,7,2,1
18,24,4,0
13,3,2,0
35,20,4,1
35,27,1,1
21,11,1,0
12,4,3,0
15,27,2,1
20,3,4,1
5,17,4,1
28,25,2,0
11,17,3,1
26,10,0,0
14,13,3,1
11,8,5,1
7,18,5,1
32,12,1,1
33,1,0,0
19,8,1,0
9,28,4,0
20,13,2,1
28,10,1,0
8,5,1,1
27,22,1,1
19,12,3,1
39,14,3,1
9,13,0,1
5,4,0,0
35,29,3,1
26,13,2,0
36,21,2,1
23,29,2,1
34,19,1,1
28,29,3,1
21,11,1,1
26,25,4,1
14,6,5,1
9,3,1,1
15,28,4,1
33,24,4,1
29,24,4,1
16,19,5,1
29,21,5,0
29,20,1,0
15,29,4,1
21,15,3,1
37,19,3,0
28,4,1,0
9,23,1,1
15,1,4,1
11,9,0,1
31,15,5,1
38,1,5,0
27,26,0,0
33,2,3,0
17,7,0,0
19,11,2,0
9,29,5,0
40,0,1,1
19,5,4,0
6,25,1,1
30,2,2,1
12,26,4,0
13,10,0,1
10,11,3,0
2,21,0,1
18,23,1,0
10,16,0,1
2,3,2,0
19,13,5,1
23,2,4,0
6,4,0,0
28,11,5,1
0,17,0,0
5,22,4,1
40,16,4,0
3,28,2,0
21,18,2,1
21,22,5,0
26,27,3,0
30,26,2,1
13,14,2,1
36,27,1,1
12,19,3,0
19,11,4,0
17,20,5,0
12,28,5,1
29,21,1,1
15,17,1,0
28,10,3,0
34,27,0,1
28,12,2,1
3,24,3,0
23,3,4,0
8,10,0,0
21,25,0,0
18,18,3,1
28,29,4,1
13,19,0,1
38,2,3,1
13,3,4,1
29,20,2,1
11,7,0,0
20,12,2,1
40,4,1,0
28,25,1,1
39,24,5,1
13,9,2,0
30,10,2,0
31,22,4,1
12,15,0,1
6,21,2,0
36,20,3,1
9,23,5,0
24,27,4,0
2,21,5,0
0,2,0,1
1,28,4,1
20,3,2,1
12,23,0,1
12,26,2,1
1,12,2,1
6,27,1,1
23,24,5,1
7,1,0,0
22,0,4,1
25,9,3,1
32,27,3,0
9,18,4,0
9,9,5,1
13,2,3,1
19,4,1,0
31,6,1,0
1,12,1,0
36,24,1,1
3,26,1,1
3,7,0,0
4,6,4,1
38,1,3,0
2,6,5,1
37,5,4,1
5,15,3,0
22,13,0,1
12,17,3,0
5,7,5,1
5,13,1,0
20,25,1,0
15,4,0,1
3,2,2,0
21,7,4,1
23,17,0,0
17,14,1,0
27,3,3,1
18,8,5,1
38,17,1,0
26,9,0,1
20,21,5,0
14,15,3,1
15,4,5,1
18,22,1,0
0,0,5,1
24,22,1,0
37,25,5,0
33,19,1,0
40,26,4,0
8,18,3,1
22,0,4,0
32,9,0,1
3,16,4,0
9,11,4,0
3,21,1,1
6,16,1,1
33,9,5,0
32,16,4,0
19,25,4,1
10,19,5,1
29,16,1,1
8,23,0,0
2,24,4,0
2,6,4,0
28,27,0,0
30,14,1,0
34,25,4,1
39,27,5,1
1,7,2,1
32,9,3,0
30,0,0,0
21,4,5,1
3,6,0,1
23,7,0,1
6,23,2,1
22,12,4,0
30,14,4,0
10,2,2,0
33,17,0,1
16,21,5,1
36,20,1,0
15,8,0,1
18,22,0,1
8,10,1,0
7,0,3,0
19,24,2,0
6,7,2,0
2,14,4,0
15,27,5,0
5,11,1,0
1,18,0,0
19,13,4,1
0,6,4,1
1,14,1,1
6,4,2,1
1,6,3,0
0,23,0,0
27,11,4,1
0,11,0,1
0,28,3,0
9,1,0,0
23,11,2,0
16,4,0,0
13,8,2,1
38,6,4,1
1,7,3,1
18,0,4,0
0,21,3,1
22,18,4,0
40,13,4,1
22,3,3,0
7,12,0,0
31,29,0,0
40,25,2,0
40,18,3,0
39,10,5,0
28,26,0,1
22,14,4,1
40,18,4,0
7,23,2,1
31,5,4,1
4,24,3,1
34,11,0,1
8,13,3,0
22,10,3,0
35,5,5,1
23,18,3,0
1,3,1,1
2,2,4,1
15,14,3,1
21,28,5,1
14,27,4,0
34,21,2,0
24,16,1,1
19,19,2,0
29,24,1,1
33,22,1,1
37,25,2,1
21,9,1,0
27,0,4,0
27,21,2,1
5,18,1,0
0,27,1,1
8,18,0,0
39,23,5,1
17,3,0,0
39,5,2,0
34,12,1,0
17,2,2,1
40,22,0,1
32,6,5,0
2,23,4,0
28,0,2,1
8,18,1,0
10,6,3,0
35,10,1,0
36,11,2,1
14,6,3,1
37,28,4,1
30,25,4,1
23,0,3,1
34,2,2,1
15,25,3,0
28,4,5,0
4,1,1,0
7,9,5,1
30,22,5,1
9,19,2,0
1,23,5,0
9,16,3,0
23,5,3,0
15,18,4,1
0,2,5,0
3,15,1,1
40,21,2,0
7,9,4,0
13,17,1,0
27,4,0,1
8,1,4,1
37,21,3,1
26,28,3,1
11,5,5,1
17,21,5,0
25,3,1,0
3,10,1,0
19,13,5,1
40,13,0,1
13,24,2,1
3,9,0,1
33,16,5,0
7,29,5,0
36,16,3,1
12,17,1,1
13,10,3,0
0,22,4,1
33,21,3,0
28,1,0,0
4,10,5,0
5,12,2,0
11,1,3,0
36,24,4,1
19,16,5,0
20,24,1,1
0,11,3,1
40,26,3,1
8,0,4,0
25,2,4,0
29,18,0,0
19,2,2,0
16,7,1,1
19,24,1,0
0,18,4,0
38,17,4,0
34,12,4,1
25,23,1,1
15,15,3,1
25,27,1,0
21,15,1,1
14,11,0,1
16,18,0,0
2,22,4,1
18,7,4,0
26,13,4,0
21,14,5,0
20,27,2,1
7,29,2,1
1,11,2,0
19,14,0,0
38,28,5,1
11,5,0,1
7,29,0,1
30,23,4,0
31,24,2,1
27,20,2,0
37,8,2,0
9,13,4,1
11,26,2,0
40,17,5,0
24,29,2,0
14,29,3,0
0,27,4,1
18,21,2,1
35,8,1,0
30,11,5,1
24,0,1,1
4,13,0,1
4,28,5,1
36,17,1,0
30,10,4,1
7,9,5,1
5,19,2,0
2,25,1,1
24,25,5,1
33,21,0,1
29,9,2,0
36,22,1,1
12,18,1,0
36,29,4,0
33,22,1,1
25,11,4,1
30,17,1,0
10,2,2,1
2,5,2,0
18,17,2,1
38,23,5,0
28,28,3,1
9,22,3,1
40,22,1,1
34,28,2,1
14,15,3,0
0,9,2,0
19,7,4,0
16,16,2,1
